Unnamed: 0,fecha,estacion,lluvia,Nombre,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,tsuelo_5,tsuelo_50,tsuelo_100,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,rad_solar,Longitud,Latitud,Altitud
669,03/08/2023,INS050101AT,0.0,CONCEPCION,,,,,,,,7.0,6.7,180.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.78758,14.32352,421.0
670,03/08/2023,INS050101CV,0.0,SABANA_GRANDE,18.4,25.2,32.8,1.0,,88.0,,6.0,5.0,270.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.830533,14.373773,730.0
671,03/08/2023,INS060101CV,0.0,LOS_ESCLAVOS,20.0,24.6,30.4,,,86.0,,7.0,6.0,90.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.2783,14.2528,737.0
672,03/08/2023,INS070101CV,0.3,EL_TABLON,8.8,13.9,22.0,1.3,,95.0,4.1,6.0,0.7,90.0,,,19.5,19.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,-91.1819444,14.7902778,2397.0
673,03/08/2023,INS071301CV,0.0,EL_CAPITAN,14.5,20.1,26.0,,,81.0,,5.0,4.0,0.0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.140524,14.644497,1562.0
674,03/08/2023,INS071901CV,0.0,SANTIAGO_ATITLAN,15.0,19.2,26.0,3.0,,86.0,,5.0,5.0,0.0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.232526,14.630858,1569.0
675,03/08/2023,INS080101AT,0.0,TOTONICAPAN,,,,1.1,,,,5.0,9.3,90.0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,-91.36441,14.91082,2478.0
676,03/08/2023,INS090101CV,0.2,LOS_ALTOS,11.0,14.7,21.0,3.3,,88.0,4.0,6.0,2.5,0.0,581.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.50807279,14.8599015,2389.0
677,03/08/2023,INS090301CV,0.0,LABOR_OVALLE,11.8,15.1,21.4,0.6,,89.0,4.0,8.0,0.0,0.0,579.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.514438,14.871334,2380.0
678,03/08/2023,INS100101CV,0.0,MAZATENANGO,23.0,27.7,33.4,,,84.0,,8.0,11.0,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.5027778,14.5283333,352.0
679,03/08/2023,INS110101CV,0.0,RETALHULEU_AEROPUERTO,24.0,29.2,34.6,,,70.0,,7.0,11.1,9.0,741.8,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.69407,14.52486,205.0
680,03/08/2023,INS110701CV,2.1,CHAMPERICO_FEGUA,25.6,30.8,35.8,,,79.0,6.4,5.0,4.7,9.0,756.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-91.91426,14.29397,5.0
681,03/08/2023,INS120101CV,2.1,SAN_MARCOS_PHC,10.4,15.2,19.2,0.9,,87.0,4.0,5.0,0.0,0.0,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,-91.82333,14.96715,2420.0
682,03/08/2023,INS121601CV,7.0,CATARINA,21.4,28.7,34.6,,,81.0,,7.0,3.7,270.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,-92.074858,14.856361,233.0
683,03/08/2023,INS121701CV,5.8,TECUN_UMAN,23.0,29.5,34.6,3.0,,68.0,4.5,6.0,7.4,360.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-92.128059,14.70195,29.0
684,03/08/2023,INS122101AT,0.0,LA_REFORMA,,,,,,,,7.0,16.0,45.0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.8167,14.8,1133.0
685,03/08/2023,INS122301AT,2.7,IXCHIGUAN,,,,,,,,7.0,3.3,45.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.9395,15.16483,3336.0
686,03/08/2023,INS130101CV,0.0,HUEHUETENANGO,14.8,20.1,27.0,3.3,,82.0,7.6,6.0,6.2,0.0,614.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,-91.502403,15.31828,1870.0
687,03/08/2023,INS130601CV,0.1,SAN_PEDRO_NECTA,13.0,19.3,25.6,,1.7,92.0,,8.0,9.0,135.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.76244,15.49459,1641.0
688,03/08/2023,INS131501CV,0.8,TODOS_SANTOS,6.4,14.1,18.0,,1.0,,,6.0,6.7,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.6003111,15.5080222,2480.0
689,03/08/2023,INS141301CV,1.7,NEBAJ,12.8,16.8,23.2,,,96.0,,8.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.142084,15.399247,1906.0
690,03/08/2023,INS141601CV,0.0,SACAPULAS,19.5,25.0,31.5,,,81.0,,7.0,2.0,9.0,775.6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.091976,15.290621,1180.0
691,03/08/2023,INS141901CV,13.1,CHIXOY_PCH,20.4,26.8,33.6,,3.3,81.0,,6.0,4.8,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.661261,15.357893,680.0
692,03/08/2023,INS142201AT,23.6,PLAYA_GRANDE_IXCAN,,,,,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-90.74017,15.98888,186.0
693,03/08/2023,INS150401CV,6.4,CUBULCO,19.4,25.6,32.2,,,,,5.0,2.0,360.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-90.620582,15.109023,994.0
694,03/08/2023,INS150701CV,12.6,SAN_JERONIMO_R_H,19.1,24.4,31.1,,,86.0,6.0,5.0,7.0,90.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,-90.252213,15.060903,1000.0
695,03/08/2023,INS160101CV,3.8,COBAN,17.0,21.9,28.2,2.1,,85.0,6.6,7.0,2.5,0.0,654.4,,,24.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.405518,15.46992,1323.0
696,03/08/2023,INS160701CV,23.6,PANZOS_PHC_ALTA_VERAPAZ,23.8,29.2,35.2,,,91.0,,6.0,11.3,180.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,-89.64397,15.3974,33.0
697,03/08/2023,INS161201CV,34.3,SANTA_MARIA_CAHABON,22.6,28.5,34.8,,,90.0,,6.0,1.3,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-89.81227,15.608429,380.0
698,03/08/2023,INS170101CV,5.4,FLORES_AEROPUERTO,22.8,26.2,33.0,5.6,,89.0,,7.0,3.7,9.0,751.1,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.86686,16.916093,123.0
699,03/08/2023,INS171201CV,0.9,POPTUN,21.4,22.7,29.6,,,96.0,,8.0,8.6,360.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.41043,16.32566,479.0
700,03/08/2023,INS180101CV,0.8,PUERTO_BARRIOS_PHC,24.8,28.3,32.4,5.2,,85.0,4.0,8.0,7.3,0.0,758.3,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-88.584395,15.730161,2.0
701,03/08/2023,INS180201CV,3.0,LAS_VEGAS_PHC,22.5,28.5,32.0,,,86.0,,6.0,3.7,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-88.944686,15.585416,10.0
702,03/08/2023,INS180401AT,0.0,MORALES_MET,,,,,,,,7.0,4.3,315.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-88.823711,15.478211,123.0
703,03/08/2023,INS180501AT,0.0,MARISCOS,,,,,,,,8.0,2.3,225.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.07781,15.42866,16.0
704,03/08/2023,INS190201CV,13.7,LA_FRAGUA,22.0,28.1,33.8,5.4,,70.0,7.2,8.0,7.8,90.0,741.7,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-89.58437,14.96553,227.0
705,03/08/2023,INS190301CV,20.0,PASABIEN,18.0,28.1,33.2,,1.5,81.0,,5.0,3.0,45.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-89.67925,15.030222,260.0
706,03/08/2023,INS190901CV,13.5,LA_UNION,20.5,23.5,26.5,,,85.0,,8.0,2.7,90.0,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-89.2911111,14.9633333,1000.0
707,03/08/2023,INS200501CV,7.2,CAMOTAN,22.4,25.8,32.2,,,79.0,,7.0,7.0,45.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.374614,14.821751,450.0
708,03/08/2023,INS200701CV,12.2,ESQUIPULAS,19.6,23.5,30.0,2.9,,82.0,4.8,7.0,2.4,0.0,682.8,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,-89.341459,14.559694,950.0
709,03/08/2023,INS210101CV,3.5,POTRERO_CARRILLO,14.0,19.3,24.6,,,86.0,,6.0,7.0,45.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-89.933667,14.74996,1760.0
710,03/08/2023,INS220501CV,0.0,ASUNCION_MITA,23.6,28.7,35.2,4.5,,71.0,,5.0,5.3,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.705892,14.335447,478.0
711,03/08/2023,INS221401CV,0.0,MONTUFAR,22.4,30.0,34.6,3.0,,81.0,9.1,4.0,1.3,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.15446,13.80853,29.0
712,03/08/2023,INS221701CV,0.0,QUEZADA,18.2,23.8,30.2,,,,,7.0,3.0,90.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.036177,14.232852,980.0
713,04/05/2023,INS-140301,0.9,CHINIQUE,,,,,,,,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
714,04/05/2023,INS010101CV,0.0,INSIVUMEH,18.0,24.1,30.0,2.7,1.9,65.0,7.6,6.0,8.0,315.0,636.9,,,24.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.532679,14.587267,1502.0
715,04/05/2023,INS010102CV,0.0,LA_AURORA,14.5,24.5,29.4,,,59.0,,3.0,13.6,45.0,638.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.52773,14.58619,1491.0
716,04/05/2023,INS010301AT,0.1,SAN_JOSE_PINULA,,,,,,,,1.0,13.3,225.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.39191,14.52392,1744.0
717,04/05/2023,INS010701AT,0.0,SAN_PEDRO_AYAMPUC,,,,,,,,5.0,2.0,9.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.4500096,14.7834166,1269.0
718,04/05/2023,INS010801AT,0.2,LO_DE_COY,,,,,,,,7.0,9.0,225.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.59922,14.62109,1686.0
719,04/05/2023,INS011401AT,19.7,AMATITLAN,,,,0.0,,,,6.0,9.7,270.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-90.63039,14.46785,1205.0
720,04/05/2023,INS020301CV,1.4,LOS_ALBORES,15.0,22.7,29.5,,,,,5.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-89.949167,15.0525,1391.0
721,04/05/2023,INS020302CV,0.0,SAN_AGUSTIN_ACASAGUASTLAN,22.1,31.0,38.0,,,,,1.0,4.7,9.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.9738746,14.9502817,371.0
722,04/05/2023,INS030101AT,0.0,ANTIGUA_GUATEMALA,,,,,,,,7.0,11.3,9.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.7383,14.53974,1539.0
723,04/05/2023,INS030801CV,2.8,SUIZA_CONTENTA,8.0,18.1,24.0,,,62.0,,5.0,1.0,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.659128,14.618572,2105.0
724,04/05/2023,INS040101CV,1.1,ALAMEDA_ICTA,12.6,21.7,26.6,4.8,,84.0,8.1,5.0,1.3,90.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.803967,14.637936,1750.0
725,04/05/2023,INS040301CV,2.8,SAN_MARTIN_JILOTEPEQUE,13.0,21.9,25.8,,4.5,,,5.0,1.7,270.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-90.792558,14.777474,1800.0
726,04/05/2023,INS040801AT,0.0,SANTA_MARGARITA,,,,,,,,3.0,3.7,90.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.01144,14.50575,1137.0
727,04/05/2023,INS041001CV,0.0,SANTA_CRUZ_BALANYA,11.0,19.4,26.0,,,91.0,,5.0,6.7,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.918504,14.683227,2080.0
728,04/05/2023,INS050101AT,0.0,CONCEPCION,,,,,,,,8.0,4.7,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.78758,14.32352,421.0
729,04/05/2023,INS050101CV,0.0,SABANA_GRANDE,19.8,26.9,33.2,2.8,,81.0,,5.0,1.3,360.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.830533,14.373773,730.0
730,04/05/2023,INS060101CV,0.5,LOS_ESCLAVOS,18.0,27.3,33.8,,,77.0,,5.0,8.7,360.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-90.2783,14.2528,737.0
731,04/05/2023,INS070101CV,0.2,EL_TABLON,7.0,18.6,23.4,4.7,,71.0,10.0,4.0,3.0,90.0,,,,19.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,-91.1819444,14.7902778,2397.0
732,04/05/2023,INS071301CV,0.0,EL_CAPITAN,15.0,21.2,27.4,,,80.0,,3.0,8.7,180.0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.140524,14.644497,1562.0
733,04/05/2023,INS071901CV,0.0,SANTIAGO_ATITLAN,15.0,21.1,27.4,3.2,,82.0,,3.0,13.7,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.232526,14.630858,1569.0
734,04/05/2023,INS080101AT,0.0,TOTONICAPAN,,,,4.9,,,,4.0,11.0,360.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.36441,14.91082,2478.0
735,04/05/2023,INS090101CV,0.0,LOS_ALTOS,9.8,18.7,25.8,5.5,,61.0,9.5,6.0,12.3,45.0,579.5,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.50807279,14.8599015,2389.0
736,04/05/2023,INS090301CV,0.0,LABOR_OVALLE,9.2,18.8,26.2,4.2,,64.0,9.2,5.0,4.9,45.0,578.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.514438,14.871334,2380.0
737,04/05/2023,INS100101CV,0.4,MAZATENANGO,22.0,28.1,39.5,,,74.0,,7.0,10.3,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.5027778,14.5283333,352.0
738,04/05/2023,INS110101CV,13.8,RETALHULEU_AEROPUERTO,23.0,30.2,36.0,,,60.0,,4.0,4.0,180.0,739.2,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.69407,14.52486,205.0
739,04/05/2023,INS110701CV,0.0,CHAMPERICO_FEGUA,26.6,31.5,36.2,,,73.0,7.4,1.0,2.0,0.0,757.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.91426,14.29397,5.0
740,04/05/2023,INS120101CV,0.0,SAN_MARCOS_PHC,9.2,15.0,21.0,4.2,,81.0,7.1,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.82333,14.96715,2420.0
741,04/05/2023,INS121601CV,0.8,CATARINA,24.2,28.5,38.0,,,80.0,,4.0,7.3,360.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-92.074858,14.856361,233.0
742,04/05/2023,INS121701CV,1.0,TECUN_UMAN,23.0,31.2,38.8,6.7,,61.0,7.6,4.0,7.4,360.0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-92.128059,14.70195,29.0
743,04/05/2023,INS122101AT,0.0,LA_REFORMA,,,,,,,,6.0,3.7,9.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.8167,14.8,1133.0
744,04/05/2023,INS122301AT,0.0,IXCHIGUAN,,,,,,,,4.0,4.7,90.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.9395,15.16483,3336.0
745,04/05/2023,INS130101CV,0.0,HUEHUETENANGO,11.8,21.4,28.2,7.9,,55.0,9.9,6.0,11.1,90.0,612.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,-91.502403,15.31828,1870.0
746,04/05/2023,INS130601CV,0.0,SAN_PEDRO_NECTA,13.5,24.3,31.6,,5.0,68.0,,3.0,4.3,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.76244,15.49459,1641.0
747,04/05/2023,INS131501CV,0.0,TODOS_SANTOS,5.4,16.4,24.0,,2.0,,,2.0,11.0,270.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.6003111,15.5080222,2480.0
748,04/05/2023,INS141301CV,0.0,NEBAJ,10.2,20.3,27.4,,,70.0,,5.0,6.7,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-91.142084,15.399247,1906.0
749,04/05/2023,INS141601CV,0.0,SACAPULAS,17.5,26.9,34.5,,,69.0,,5.0,2.0,45.0,773.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-91.091976,15.290621,1180.0
750,04/05/2023,INS141901CV,0.0,CHIXOY_PCH,19.8,26.7,33.8,,3.9,80.0,,6.0,6.0,225.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.661261,15.357893,680.0
751,04/05/2023,INS142201AT,0.0,PLAYA_GRANDE_IXCAN,,,,,,,,6.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.74017,15.98888,186.0
752,04/05/2023,INS150401CV,2.7,CUBULCO,17.0,27.2,35.2,,,,,4.0,3.7,90.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.620582,15.109023,994.0
753,04/05/2023,INS150701CV,0.0,SAN_JERONIMO_R_H,17.2,25.8,32.9,,,83.0,9.0,3.0,19.3,90.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.252213,15.060903,1000.0
754,04/05/2023,INS160101CV,0.0,COBAN,14.0,23.1,29.2,4.8,,75.0,6.9,4.0,4.9,0.0,652.5,,,22.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.405518,15.46992,1323.0
755,04/05/2023,INS160701CV,0.0,PANZOS_PHC_ALTA_VERAPAZ,21.8,29.1,35.4,,,92.0,,6.0,4.7,180.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.64397,15.3974,33.0
756,04/05/2023,INS161201CV,0.0,SANTA_MARIA_CAHABON,23.0,29.1,35.0,,,89.0,,7.0,2.7,270.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.81227,15.608429,380.0
757,04/05/2023,INS170101CV,0.0,FLORES_AEROPUERTO,24.0,32.3,39.2,7.2,,61.0,,3.0,11.1,90.0,747.8,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.86686,16.916093,123.0
758,04/05/2023,INS171201CV,0.0,POPTUN,21.5,28.2,32.6,,,75.0,,6.0,7.4,90.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.41043,16.32566,479.0
759,04/05/2023,INS180101CV,0.0,PUERTO_BARRIOS_PHC,24.4,28.7,33.0,3.3,,83.0,8.1,6.0,8.3,360.0,756.3,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-88.584395,15.730161,2.0
760,04/05/2023,INS180201CV,0.0,LAS_VEGAS_PHC,21.0,30.2,35.0,,,78.0,,7.0,5.7,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-88.944686,15.585416,10.0
761,04/05/2023,INS180401AT,0.0,MORALES_MET,,,,,,,,3.0,6.7,360.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-88.823711,15.478211,123.0
762,04/05/2023,INS180501AT,1.6,MARISCOS,,,,,,,,6.0,2.3,225.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-89.07781,15.42866,16.0
763,04/05/2023,INS190201CV,0.0,LA_FRAGUA,23.2,31.9,38.1,5.6,,51.0,11.0,3.0,15.5,45.0,738.6,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.58437,14.96553,227.0
764,04/05/2023,INS190301CV,0.0,PASABIEN,21.6,30.8,36.4,,3.0,64.0,,2.0,4.0,45.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.67925,15.030222,260.0
765,04/05/2023,INS190901CV,1.5,LA_UNION,20.0,25.9,30.0,,,75.0,,5.0,4.3,360.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,-89.2911111,14.9633333,1000.0
766,04/05/2023,INS200501CV,2.5,CAMOTAN,20.4,29.1,35.8,,,71.0,,5.0,11.0,270.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.374614,14.821751,450.0
767,04/05/2023,INS200701CV,4.3,ESQUIPULAS,17.4,25.7,31.6,4.8,,65.0,10.3,2.0,4.8,45.0,680.8,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,-89.341459,14.559694,950.0
768,04/05/2023,INS210101CV,0.0,POTRERO_CARRILLO,10.6,19.3,27.0,,,73.0,,5.0,10.3,9.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-89.933667,14.74996,1760.0
769,04/05/2023,INS220501CV,0.0,ASUNCION_MITA,21.8,31.8,39.8,5.0,,56.0,,1.0,9.0,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-89.705892,14.335447,478.0
770,04/05/2023,INS221401CV,3.0,MONTUFAR,22.6,30.8,35.2,6.1,,72.0,8.7,7.0,4.9,9.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.15446,13.80853,29.0
771,04/05/2023,INS221701CV,0.0,QUEZADA,18.6,25.9,33.2,,,,,4.0,3.7,360.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,-90.036177,14.232852,980.0
772,04/06/2023,INS-140301,0.0,CHINIQUE,,,,,,,,5.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
773,04/06/2023,INS010101CV,1.1,INSIVUMEH,19.0,23.3,29.0,,,74.0,8.3,6.0,3.7,180.0,,,24.2,24.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,-90.532679,14.587267,1502.0
774,04/06/2023,INS010102CV,0.7,LA_AURORA,18.8,23.6,29.5,,,74.0,,8.0,17.3,225.0,637.3,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-90.52773,14.58619,1491.0
775,04/06/2023,INS010301AT,2.0,SAN_JOSE_PINULA,,,,,,,,5.0,7.3,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-90.39191,14.52392,1744.0
776,04/06/2023,INS010701AT,22.7,SAN_PEDRO_AYAMPUC,,,,,,,,5.0,3.0,90.0,,,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,-90.4500096,14.7834166,1269.0
